1;Duna: Parte 2;2024;Ficção Científica;2.50;https://image.tmdb.org/t/p/w500/8b8R8l88Qje9dn9OE8PY05Nxl1X.jpg;Paul Atreides se une a Chani e aos Fremen enquanto busca vingança.;https://www.youtube.com/watch?v=Way9Dexny3w;Timothée Chalamet, Zendaya
12;Frankenstein;2025;Terror,Drama,Fantasia;2.30;https://ingresso-a.akamaihd.net/prd/img/movie/frankenstein/bbef4883-7d76-4589-a35f-9a9fc47f11d7.webp;O Barão Victor Frankenstein, um cientista egocêntrico, cria uma criatura a partir de partes de corpos, enfrentando terríveis consequências ao tentar trazer a vida a um ser.;https://www.youtube.com/watch?v=0VXXt2TDnV4;Oscar Isaac, Jacob Elordi, Mia Goth
13;A Era do Gelo 3;2009;Animação,Aventura;1.60;https://thebestmusic.com.br/cdn/shop/products/7898497611648.jpg?v=1657815697;Sid adota três ovos de dinossauro e o bando acaba entrando em um mundo subterrâneo perdido cheio de perigos.;https://www.youtube.com/watch?v=3S5e3_XyVAg;Ray Romano, John Leguizamo, Denis Leary
14;Brinquedo Assassino;1988;Terror;1.90;https://br.web.img2.acsta.net/pictures/14/10/10/18/18/494547.jpg;Um serial killer moribundo transfere sua alma para um boneco "Good Guy", que ganha vida e começa a matar.;https://www.youtube.com/watch?v=_S0C7w3tS_I;Brad Dourif, Catherine Hicks, Chris Sarandon
15;Click;2006;Comédia,Drama;1.75;https://br.web.img3.acsta.net/r_1280_720/medias/nmedia/18/36/26/58/18661014.jpg;Um arquiteto workaholic encontra um controle remoto universal que lhe permite avançar e pausar momentos de sua vida.;https://www.youtube.com/watch?v=zZNC5emNyIQ;Adam Sandler, Kate Beckinsale, Christopher Walken
16;A Pele Que Habito;2011;Drama, Suspense, Terror;2.00;https://static.wixstatic.com/media/825e17_8a9cedb63c8c48978261a60549f8a1dd~mv2.jpg/v1/fill/w_600,h_816,al_c,lg_1,q_85/825e17_8a9cedb63c8c48978261a60549f8a1dd~mv2.jpg;O cirurgião plástico Robert Ledgard, obcecado em criar uma pele sintética invulnerável após a morte da esposa, mantém uma mulher misteriosa, Vera, em cativeiro em sua mansão para usá-la como cobaia. A trama se desenrola com revelações surpreendentes sobre vingança, identidade e trauma, que redefinem tudo o que parece ser. ;https://youtu.be/VhhZJ3hmFBM?si=s5xXhdwLpVo1jn3g;cast
17;Pink Flamingos;1972;Comédia, Drama;1.50;https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRiK_Jts0FqjWkK6LuAY-eHiQ2c7tlka_5hL2uTMLVg8_HMzwOSKbmr1yYrplUMhNClHenikHMoT_L0s38blZGmQT0JvrNjqA;Divine, uma famosa figura criminosa e clandestina de Baltimore, é confrontada por um casal que faz uma tentativa de humilhá-la e assumir seu título de "Pessoa Mais Repugnante do Mundo", concedido por um tabloide norte-americano;https://youtu.be/z1DU0Vs2pq0?si=XMhI3vXlMI5xklJb;cast
18;Homem-Aranha: Além do Aranhaverso;2027;Animação, Aventura;15.00;https://br.web.img3.acsta.net/c_310_420/img/20/23/2023de58672dde4059e3e6bafed5990f.png;Enquanto Gwen Stacy vem se consolidando cada vez mais como líder da recém-formada Gangue-Aranha, o Homem-Aranha do Brooklyn está correndo perigo por estar preso na dimensão natal da aranha que o picou, junto a sua versão alternativa. Com Miguel O’Hara planejando toda a destruição de Miles, seus amigos estão determinados a vencer a corrida contra a Sociedade-Aranha e salvar o garoto do multiverso, que vem sendo atacado por Spot por conta de ataques de longo alcance na dimensão dele.;https://youtu.be/dQw4w9WgXcQ?si=dhTxH1OA-VvleHOc;Shameik Moore, Jake Johnson, Hailee Steinfeld, Oscar Isaac
19;Homem-Aranha: Através do Aranhaverso;2023;Animação, Aventura;1.80;https://ingresso-a.akamaihd.net/prd/img/movie/homem-aranha-atraves-do-aranhaverso-parte-1/216f2cb7-3a64-4b7a-a338-709bcde71147.webp;Depois de se reunir com Gwen Stacy, Homem-Aranha é jogado no multiverso. Lá, o super-herói aracnídeo encontra uma numerosa equipe encarregada de proteger sua própria existência.;https://youtu.be/_4is7I_ZxTg?si=S8XrDCFgjz6ievfM;Shameik Moore, Jake Johnson, Hailee Steinfeld, Oscar Isaac
20;Homem-Aranha no Aranhaverso;2018;Animação, Aventura;1.75;https://www.sonypictures.com.br/sites/brazil/files/2023-06/1400x2100.jpg;Após ser atingido por uma teia radioativa, Miles Morales, um jovem negro do Brooklyn, se torna o Homem-Aranha, inspirado no legado do já falecido Peter Parker. Entretanto, ao visitar o túmulo de seu ídolo em uma noite chuvosa, ele é surpreendido com a presença do próprio Peter, vestindo o traje do herói por baixo de um sobretudo. A surpresa fica ainda maior quando Miles descobre que ele veio de uma dimensão paralela, assim como outras versões do Homem-Aranha.;https://youtu.be/SS6ABPkfmBE?si=OUobxA-AmZPu9-Bp;Shameik Moore, Jake Johnson, Hailee Steinfeld, Oscar Isaac
21;O Senhor dos Anéis 2: As Duas Torres;2002;Ficção Científica,Aventura;1.66;https://i.ytimg.com/vi/Al5iC4CnhYc/maxresdefault.jpg;Após a captura de Merry e Pippy pelos orcs, a Sociedade do Anel é dissolvida. Frodo e Sam seguem sua jornada rumo à Montanha da Perdição para destruir o anel e descobrem que estão sendo perseguidos pelo misterioso Gollum. Enquanto isso, Aragorn, o elfo e arqueiro Legolas e o anão Gimli partem para resgatar os hobbits sequestrados e chegam ao reino de Rohan, onde o rei Theoden foi vítima de uma maldição mortal de Saruman.;https://youtu.be/Al5iC4CnhYc?si=v_4lqgY3Zg6vNUdP;Elijah Wood, Sean Astin, Karl Urban, Ian McKellen, Andy Serkis
22;O Senhor dos Anéis: A Sociedade do Anel;2001;Ficção Científica,Aventura;1.33;https://br.web.img3.acsta.net/medias/nmedia/18/92/91/32/20224832.jpg;o hobbit Frodo Bolseiro herda um anel mágico e perigoso de seu tio Bilbo. Ele deve embarcar em uma perigosa jornada até a Montanha da Perdição para destruir o anel, a única forma de impedir que o Senhor do Escuro Sauron o use para dominar a Terra-Média. Para ajudá-lo, forma-se a Sociedade do Anel, composta por nove companheiros de diferentes raças: hobbits, um elfo, um anão, dois uanos e um mago.;https://youtu.be/0i86oM1nHjM?si=WyGzuIv_LFZr8wAJ;Elijah Wood, Sean Astin, Karl Urban, Ian McKellen, Andy Serkis
23;O Senhor dos Anéis: O Retorno do Rei;2003;Ficção Científica,Aventura;1.99;https://i.ytimg.com/vi/OQgySPQ5M3Y/maxresdefault.jpg;Sauron prepara ataque a Minas Tirith. Gandalf e Pippin partem para ajudar na defesa da capital de Gondor. Enquanto isso, Frodo, Sam e Gollum continuam sua jornada para destruir o Anel na Montanha da Perdição.;https://youtu.be/OQgySPQ5M3Y?si=SgXH7YYEnb2Xm3wd;Elijah Wood,Sean Astin,Karl Urban,Ian McKellen,Andy Serkis
24;Olhos Famintos 2;2003;Terror;1.40;https://m.media-amazon.com/images/I/711EU1MH7pL._AC_UF894,1000_QL80_.jpg;Um ônibus escolar cheio de jogadores de basquete e líderes de torcida fica preso na estrada e é atacado pelo Creeper.;https://www.youtube.com/watch?v=hGzD2_x_t7Q;Jonathan Breck, Ray Wise, Nicki Aycox
25;DJ CLEITON RASTA - O CABEÇA DE GELO;2024;Documentário;1.50;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTlqYjnYbdMjhG3GU3SrSsX2up6eP-RDuhGVBCc906aNWmCbfVYFhlrYy04kTdldRvk4hg&usqp=CAU; conta a história da trajetória do DJ, mostrando como ele conseguiu unir duas torcidas rivais em uma mesma festa e fazer o povoado de Santo Antônio se divertir ao som da música "Cabeça de Gelo". A sinopse descreve a situação como uma jornada de sucesso do DJ em reunir as pessoas através da música, transformando o conflito em festa. ;https://youtu.be/JjLhUUY7TJ4?si=0fUhOFXzL-bGyMYB;Luh Zambido
26;Superman;2025;Ação,Ficção Científica;2.50;https://br.web.img3.acsta.net/img/86/64/8664d1b110b95eb32313683f1a655f5f.jpg;Clark Kent equilibra sua herança kryptoniana com sua criação humana, enquanto busca a verdade, a justiça e o modo americano.;https://www.youtube.com/watch?v=Wm3UkOcUt3M;David Corenswet, Rachel Brosnahan, Nicholas Hoult
27;Sharkboy e Lavagirl;2005;Aventura,Fantasia;1.10;https://m.media-amazon.com/images/M/MV5BNjA5YThlNjgtZGE4Mi00Y2VhLWI5YWYtMGM3YTBiYTYzOTU5XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg;Max, um garoto solitário, é levado por seus heróis imaginários para o Planeta Baba para salvá-lo.;https://www.youtube.com/watch?v=w9S7z7S5w6g;Taylor Lautner, Taylor Dooley, Cayden Boyd
28;Sexta-Feira 13 (2009);2009;Terror;1.95;https://media.fstatic.com/pNI6CxNrP8l-NA5bcyZjNef5-5g=/322x478/smart/filters:format(webp)/media/movies/covers/2018/08/91euu0uV0mL._SL1500_.jpg;Um grupo de jovens descobre o acampamento Crystal Lake, onde Jason Voorhees continua sua matança.;https://www.youtube.com/watch?v=5h2F-yQ7w9s;Jared Padalecki, Danielle Panabaker, Amanda Righetti
29;Shrek;2001;Animação,Comédia;2.00;https://br.web.img3.acsta.net/medias/nmedia/18/89/89/60/20093056.jpg;Um ogro tem seu pântano invadido por criaturas de contos de fadas e faz um acordo para resgatar uma princesa.;https://www.youtube.com/watch?v=CwXOrWvPBPk;Mike Myers, Eddie Murphy, Cameron Diaz
30;A Invasora;2007;Terror,Suspense;2.20;https://images.justwatch.com/poster/320064428/s718/a-invasora.jpg;Quatro meses após a morte do marido, uma mulher grávida é atormentada por uma estranha que quer seu bebê.;https://www.youtube.com/watch?v=ib3j8K-F9bY;Alysson Paradis, Béatrice Dalle
31;Toy Story;1995;Animação;1.80;https://upload.wikimedia.org/wikipedia/pt/4/40/Movie_poster_toy_story_2.jpg;O cowboy Woody se sente ameaçado quando um novo boneco espacial, Buzz Lightyear, disputa a atenção de seu dono.;https://www.youtube.com/watch?v=t06RUxPbp_c;Tom Hanks, Tim Allen
32;Curtindo a Vida Adoidado;1986;Comédia;1.50;https://br.web.img3.acsta.net/medias/nmedia/18/90/95/85/20122112.jpg;Ferris Bueller decide tirar um dia de folga da escola e viver uma aventura inesquecível em Chicago.;https://www.youtube.com/watch?v=D6gABQFR94U;Matthew Broderick, Alan Ruck, Mia Sara
33;Pânico na Floresta 2;2007;Terror;1.30;https://i.ytimg.com/vi/eLp61BBdtm8/maxresdefault.jpg;Participantes de um reality show na floresta se tornam presas de uma família de canibais.;https://www.youtube.com/watch?v=x-w9482XJzI;Erica Leerhsen, Henry Rollins
34;Para Sempre ao Seu Lado;2009;Drama;1.65;https://br.web.img3.acsta.net/medias/nmedia/18/87/30/97/20028681.jpg;A história real de Hachiko, um cão leal que espera por seu dono na estação de trem todos os dias, mesmo após sua morte.;https://www.youtube.com/watch?v=Pq_r9h12TQQ;Richard Gere, Joan Allen
35;A Era do Gelo;2002;Animação;1.90;https://br.web.img3.acsta.net/medias/nmedia/18/90/29/80/20109874.jpg;Um mamute, uma preguiça e um tigre dentes-de-sabre tentam devolver um bebê humano perdido à sua tribo.;https://www.youtube.com/watch?v=cM-GqV3D2rY;Ray Romano, John Leguizamo, Denis Leary
36;O Urso do Pó Branco;2023;Comédia,Terror;2.50;https://p2.trrsf.com/image/fget/cf/940/0/images.terra.com/2023/03/10/fq3qtmyxoaajvi0-t4nerg4l2dkg.jpg;Um urso negro consome uma quantidade enorme de cocaína perdida na floresta e entra em um frenesi assassino.;https://www.youtube.com/watch?v=Du-yTfJ0wYc;Keri Russell, Alden Ehrenreich, Ray Liotta
37;A Noiva de Chucky;1998;Terror,Comédia;1.45;https://br.web.img3.acsta.net/medias/nmedia/18/96/27/38/20456822.jpg;Chucky é ressuscitado por sua ex-namorada Tiffany, que acaba tendo sua alma transferida para uma boneca.;https://www.youtube.com/watch?v=hL2j8K-F9bY;Jennifer Tilly, Brad Dourif
38;Toy Story 4;2019;Animação;2.30;https://upload.wikimedia.org/wikipedia/pt/4/40/Movie_poster_toy_story_2.jpg;Woody tenta proteger Forky, um brinquedo novo feito de lixo, e reencontra uma velha amiga durante uma viagem.;https://www.youtube.com/watch?v=w9_tD-rK9cQ;Tom Hanks, Tim Allen
39;Sexta-Feira 13 - Parte 3;1982;Terror;1.25;https://media.fstatic.com/UgLEp5Rm8svPesZk0oJhouGzmIQ=/322x478/smart/filters:format(webp)/media/movies/covers/2010/07/7e19a261244fc241e14c479a51d99a9c.jpg;Jason Voorhees consegue sua icônica máscara de hóquei enquanto aterroriza outro grupo de jovens.;https://www.youtube.com/watch?v=k5j4lS9xQ_I;Dana Kimmell, Paul Kratka
40;Shrek Para Sempre;2010;Animação;1.55;https://br.web.img3.acsta.net/c_310_420/medias/nmedia/18/87/90/45/19962744.jpg;Entediado com a vida doméstica, Shrek faz um pacto com Rumpelstiltskin e acaba em uma versão distorcida de Tão Tão Distante.;https://www.youtube.com/watch?v=u1zB_iS8Q4I;Mike Myers, Eddie Murphy
41;O Homem que Matou Hitler e Depois o Pé Grande;2018;Drama,Aventura;2.10;https://www.papodecinema.com.br/wp-content/uploads/2020/04/20200420-o-homem-que-matou-hitler-e-depois-o-pe-grande-papo-de-cinema-cartaz.webp;Um veterano de guerra lendário é convocado para uma missão secreta para caçar o Pé Grande, que carrega uma praga mortal.;https://www.youtube.com/watch?v=tM3tK8J9nLg;Sam Elliott, Aidan Turner
42;Vizinhança do Barulho;1996;Comédia;1.00;https://br.web.img2.acsta.net/pictures/16/03/03/13/19/353221.jpg;Ashtray volta para o bairro onde seu pai vive e aprende lições de vida absurdas com seu primo Loc Dog.;https://www.youtube.com/watch?v=zB6rI4b-c7U;Shawn Wayans, Marlon Wayans
43;A Era do Gelo 2;2006;Animação;1.40;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRVsg04ZwHQUVCyWGokrrkJNgHLDxv0rY3H5Q&s;O degelo ameaça o vale e os animais precisam fugir, enquanto Manny acredita ser o último mamute.;https://www.youtube.com/watch?v=xtTf3eG9aYI;Ray Romano, John Leguizamo
44;Sexta-Feira 13 - Parte 6: Jason Vive;1986;Terror;1.35;https://upload.wikimedia.org/wikipedia/pt/6/66/Friday_the_13th_part_6_Jason_Lives.jpg;Tommy Jarvis acidentalmente ressuscita Jason, que retorna mais poderoso e sobrenatural do que nunca.;https://www.youtube.com/watch?v=r6B2S4x8nLg;Thom Mathews, Jennifer Cooke
45;Toy Story 2;1999;Animação;1.80;https://upload.wikimedia.org/wikipedia/pt/4/40/Movie_poster_toy_story_2.jpg;Woody é sequestrado por um colecionador de brinquedos e descobre que é uma peça valiosa de um antigo programa de TV.;https://www.youtube.com/watch?v=lW2k9x8nLgI;Tom Hanks, Tim Allen
46;O Filho de Chucky;2004;Terror,Comédia;1.40;https://ingresso-a.akamaihd.net/prd/img/movie/o-filho-de-chucky/58dea4bb-e5f7-4fe8-a736-e44b98fb1600.webp;Glen, o filho pacífico de Chucky e Tiffany, ressuscita os pais e fica horrorizado com a violência deles.;https://www.youtube.com/watch?v=gC4x8nLgW0I;Jennifer Tilly, Brad Dourif, Billy Boyd
47;A Era do Gelo 4;2012;Animação;1.70;https://br.web.img3.acsta.net/medias/nmedia/18/90/08/92/20083797.jpg;A busca de Scrat pela noz provoca a separação dos continentes, lançando Manny, Diego e Sid em alto mar.;https://www.youtube.com/watch?v=efTf3eG9aYI;Ray Romano, John Leguizamo
48;Pânico na Floresta 4;2011;Terror;1.10;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRO3MMTeAGFl18rIKFGLVajFptmljazPsJ5yxSHpivNO2YEnrnJ_NL6PeCoThE9bJJ1n5E&usqp=CAU;Um grupo de amigos se perde na neve e busca abrigo em um sanatório abandonado, lar dos canibais.;https://www.youtube.com/watch?v=t4_B2S4x8nLg;Jennifer Pudavick, Tenika Davis
49;Shrek Terceiro;2007;Animação,Comédia;1.30;https://br.web.img3.acsta.net/medias/nmedia/18/89/89/60/20093056.jpg;Shrek tenta encontrar um herdeiro para o trono de Tão Tão Distante para não precisar ser rei.;https://www.youtube.com/watch?v=2R8x9nLgW0I;Mike Myers, Justin Timberlake
50;Freddy x Jason;2003;Terror,Ação;1.60;https://upload.wikimedia.org/wikipedia/pt/thumb/7/71/Freddy_vs_Jason_movie.jpg/250px-Freddy_vs_Jason_movie.jpg;Freddy Krueger ressuscita Jason para espalhar medo em Springwood, mas perde o controle sobre o monstro.;https://www.youtube.com/watch?v=kJ4x8nLgW0I;Robert Englund, Ken Kirzinger
